ID,game_ID,player_ID,inning,plateAppearanceInGame,outcome_code,runsScored,rbis,firstPitchSwing,pitchesSeen,hardContact
"704a85e1-c054-42f3-a09b-d5576753b07d","6d8b7108-7b84-4a9b-a587-315bead8bccc","def89156-47ec-42b2-9814-ab47819fe33d",4,8,"K",0,0,"true",5,"true"
"000ea802-b8ae-470f-9ad9-09309756d2d0","6d8b7108-7b84-4a9b-a587-315bead8bccc","7e6bfd1a-164f-4266-ad06-4f68294aaede",4,9,"K",0,0,"true",6,"true"
"af897956-1bdc-403e-86d8-615843e4ec50","6d8b7108-7b84-4a9b-a587-315bead8bccc","b6b5e8a5-95bd-495c-8af2-e481fa22d8f4",4,10,"HBP",0,0,"true",3,"true"
"cc6ad883-e807-4fc7-a19a-e52a1bc0be39","6d8b7108-7b84-4a9b-a587-315bead8bccc","dabe745e-5cf0-4738-915e-3ac125dec269",4,1,"K",0,0,"true",2,"true"
"72f59944-8492-43f8-a822-1213bec075c6","c548fbaa-424f-41e0-8293-864e3d530adf","c8e579c1-5c17-4811-a7c6-2504630d22d6",1,1,"K",0,0,"true",3,"true"
"dac1ddf9-95b6-4596-8b37-ca1c7d251927","c548fbaa-424f-41e0-8293-864e3d530adf","55f12045-d7fc-4a0f-824b-95e8b8ddc0b7",1,2,"HR",1,1,"true",2,"true"
"efc784c6-c13e-419d-b3e8-53300c6745f8","c548fbaa-424f-41e0-8293-864e3d530adf","c3d7614c-0a42-415c-8055-f1f46f1577ad",1,3,"ROE",1,0,"true",4,"true"
"8bbc411e-5cf3-423c-bd89-cfa37a59bbd0","c548fbaa-424f-41e0-8293-864e3d530adf","88d4a086-36ee-4724-80c6-1d89d576e875",1,4,"K",0,0,"true",4,"true"
"3410871c-52e1-4918-b35b-92d4b3cc5917","c548fbaa-424f-41e0-8293-864e3d530adf","604162f0-41a5-41d4-bb78-a9b0a2c1bc19",1,5,"OUT",0,0,"true",5,"true"
"c9e6cde8-c340-45bf-9f7e-1fbb51e5e992","c548fbaa-424f-41e0-8293-864e3d530adf","7e6bfd1a-164f-4266-ad06-4f68294aaede",2,6,"K",0,0,"true",6,"true"
"b3ed4380-fceb-4025-a2c6-b8ae323eaa32","c548fbaa-424f-41e0-8293-864e3d530adf","d2a0ab6a-ecff-4d62-bfd2-c684e568a035",2,7,"K",0,0,"true",3,"true"
"9d9cbb58-bd6a-4046-bfef-02198365736d","c548fbaa-424f-41e0-8293-864e3d530adf","dabe745e-5cf0-4738-915e-3ac125dec269",2,8,"K",0,0,"true",3,"true"
"ab79ccb5-f973-4946-a1f4-8fcedfbb4fa8","c548fbaa-424f-41e0-8293-864e3d530adf","def89156-47ec-42b2-9814-ab47819fe33d",3,9,"OUT",0,0,"true",4,"true"
"75aff144-1f41-4fba-8e4a-7b089f58dc5e","c548fbaa-424f-41e0-8293-864e3d530adf","c8e579c1-5c17-4811-a7c6-2504630d22d6",3,1,"K",0,0,"true",6,"true"
"6ee6cf39-21fa-4a6d-9284-a2f30ff3ec1e","c548fbaa-424f-41e0-8293-864e3d530adf","55f12045-d7fc-4a0f-824b-95e8b8ddc0b7",3,2,"OUT",0,0,"true",1,"true"
"17de0c5e-0a78-42e7-96c3-6efec5cbe7ba","c548fbaa-424f-41e0-8293-864e3d530adf","c3d7614c-0a42-415c-8055-f1f46f1577ad",4,3,"K",0,0,"true",3,"true"
"1127647d-fcae-4568-b550-3ef1d9431dec","c548fbaa-424f-41e0-8293-864e3d530adf","88d4a086-36ee-4724-80c6-1d89d576e875",4,4,"BB",1,0,"true",5,"true"
"7f0a7191-dcd8-4f6f-aeff-0d5a5e699cf6","c548fbaa-424f-41e0-8293-864e3d530adf","604162f0-41a5-41d4-bb78-a9b0a2c1bc19",4,5,"D",0,1,"true",3,"true"
"94a83ac1-d070-42d7-9e00-bf5221958108","c548fbaa-424f-41e0-8293-864e3d530adf","7e6bfd1a-164f-4266-ad06-4f68294aaede",4,6,"K",0,0,"true",5,"true"
